"","bmi","age","sex","race","numpeople","car","gotosch","snack","tvhours","cmpthours","cellhours","sports","exercises","sweat","overweigh"
"296",15.7636405026928,12,"M","OTHER",5,3,"3","2",4,4,0,"2",1,3,0
"297",18.8812205680026,12.3,"M","OTHER",5,1,"1","1",4,4,4,"1",5,3,0
"298",16.5339237211408,10.9,"M","OTHER",4,3,"1","1",1,0,0,"1",4,2,0
"299",22.6444415341981,12,"F","OTHER",1,3,"1",NA,NA,NA,0,NA,0,1,0
"300",19.8839111615524,12.1,"F","OTHER",4,3,"3",NA,3,NA,NA,NA,10,2,0
"301",33.2491345336109,12.1,"M","OTHER",5,3,"2","1",0,0,0,"2",1,3,1
"302",20.5415059439793,12.2,"M","OTHER",4,1,"3","1",2,4,2,"2",2,3,0
"303",17.9411561485167,12.7,"M","OTHER",3,1,"2","1",0,3,1,"2",6,2,0
"304",16.1623646401961,11.9,"F","OTHER",3,3,"2","1",2,0,2,"2",4,2,0
"305",24.5951816015588,12.7,"F","OTHER",4,1,"2","1",2,2,2,"2",5,2,0
"306",18.4708391143446,12.9,"M","OTHER",5,3,"2","2",2,0,3,"1",14,1,0
"307",14.6333492750093,12.2,"M","MIXED",5,3,"2","1",2,0,0,"1",8,2,0
"308",35.1683796678337,12.9,"F","OTHER",5,3,"3","1",0,0,0,"2",14,2,1
"309",17.1214110689509,11.7,"M","OTHER",2,1,"1","1",1,2,1,"1",7,2,0
"310",24.2036698971784,11.9,"M","OTHER",2,3,"2",NA,2,3,1,"1",2,2,0
"311",18.0836097828069,13.4,"F","OTHER",5,3,"3","1",3,4,4,"2",8,3,0
"312",17.0693938400364,12.7,"M","OTHER",4,1,"3","1",2,2,0,"2",5,2,0
"313",16.1890620809649,12,"F","OTHER",3,2,"2","1",0,2,3,"2",9,2,0
"314",16.3966049382716,12.1,"M","OTHER",4,3,"3","1",0,1,0,"2",6,2,0
"315",14.979863750988,12.7,"M","OTHER",5,1,"2","1",2,3,NA,"1",12,1,0
"316",16.7422824435764,11.9,"F","OTHER",5,2,"2",NA,NA,NA,NA,NA,14,2,0
"317",16.1514442391762,12,"F","OTHER",3,3,"3","1",0,2,0,"1",8,2,0
"318",17.0655567117586,12.8,"F","OTHER",2,2,"3","1",NA,NA,NA,"1",6,2,0
"319",15.2947381232504,13,"F","OTHER",3,3,"3","1",2,3,4,"1",3,3,0
"320",18.4406465799931,12.4,"F","MIXED",5,3,"1","1",3,3,0,"1",17,1,0
"321",18.3768528048043,13,"F","OTHER",5,3,"3","1",1,2,1,"1",4,1,0
"322",19.8992315960652,12.7,"F","MIXED",4,3,"2","1",0,0,1,"1",19,1,0
"323",26.894534772862,12.8,"F","MIXED",3,1,"2","1",0,1,1,"2",7,2,1
"324",27.7093174765592,13,"F","MIXED",3,1,"2","1",4,4,3,"1",11,2,1
"325",19.8172540643171,12.3,"F","MIXED",4,3,"3","1",0,2,0,"2",12,2,0
"326",18.5106203739976,13,"F","OTHER",5,1,"2","1",4,3,2,"2",10,2,0
"327",28.8349298284696,13,"F","OTHER",3,3,"2","1",1,3,1,"2",6,3,1
"328",14.5593626929767,12.3,"F","",4,3,"2","1",2,0,1,"2",9,2,0
"329",18.9401882981424,12.3,"F","MIXED",5,2,"2","1",4,0,2,"2",17,2,0
"330",17.1614100185529,12.2,"F","MIXED",5,3,"2","1",2,0,1,"1",6,2,0
"331",20.8116545265349,12.2,"F","OTHER",4,2,"2","1",1,1,0,"2",22,2,0
"332",19.6932803622538,12.5,"F","MIXED",4,2,"2","1",1,2,1,"1",10,1,0
"333",17.0805795751206,12.5,"F","",2,3,"2","1",1,2,1,"1",13,1,0
"334",26.7401254827656,13,"F","OTHER",5,3,"2","1",1,NA,1,"1",3,2,1
"335",17.5280374327579,11.7,"F","OTHER",4,3,"2","1",0,2,0,"1",19,2,0
"336",17.0064207260137,12.7,"M","OTHER",2,2,"2","2",NA,0,NA,"2",12,1,0
"337",16.9986612032943,13.1,"M","OTHER",5,3,"2","2",0,0,0,"2",7,2,0
"338",14.9141031611479,11.9,"M","INDIAN",2,2,"1",NA,2,2,2,"2",10,1,0
"339",20.0284552423369,14.6,"M","OTHER",4,3,"3",NA,0,0,1,NA,9,1,0
"340",15.4666666666667,11.8,"M","OTHER",5,3,"2","1",2,0,1,"1",10,2,0
"341",18.5890566478159,12.6,"M","OTHER",3,1,"2","1",4,3,1,"1",9,2,0
"342",19.1815153722945,13,"F","OTHER",5,3,"3","1",2,0,1,"2",3,2,0
"343",17.5296571459118,12.6,"M","OTHER",2,1,"1","2",0,3,2,"2",3,2,0
"344",16.3594995838814,12.8,"M","OTHER",4,1,"1","1",2,4,0,NA,4,1,0
"345",20.5217848342534,2.2,"M","OTHER",4,1,"1","1",2,NA,3,NA,3,2,0
"346",18.0889007333599,13.7,"M","OTHER",3,3,"2","1",3,0,0,"2",7,2,0
"347",17.1764322479847,13,"F","OTHER",3,1,"2","1",1,3,3,"1",3,2,0
"348",16.4725736451308,12.8,"M","MIXED",3,3,"2","1",4,2,1,"1",1,3,0
"349",18.444805161237,12.2,"F","AFRICAN",2,3,"2","1",4,4,2,"1",15,1,0
"350",17.0167975088812,11.2,"F","OTHER",5,3,"2","1",4,0,0,"1",22,1,0
"351",20.03088398112,12.3,"M","AFRICAN",4,3,"3","1",0,0,1,"1",16,1,0
"352",17.030907639313,12.8,"M","INDIAN",2,1,"3","2",3,0,0,"1",8,2,0
"353",23.683909318351,12.7,"M","MIXED",3,3,"2","1",2,2,0,"1",1,3,0
"354",18.8600035352643,14.3,"F","OTHER",5,3,"2","1",0,1,1,"1",1,2,0
"355",17.0864915121699,13.3,"M","AFRICAN",3,3,"2","2",1,1,0,"1",6,3,0
"356",16.7714884696017,13.4,"M","OTHER",5,3,"3","2",1,0,0,"1",14,3,0
"357",19.6489800041215,13.4,"F","AFRICAN",3,3,"2","1",4,4,4,"1",15,1,0
"358",16.5378650063246,12.5,"M","OTHER",3,1,"3","1",4,1,0,"1",5,3,0
"359",15.9059836189577,12.9,"M","OTHER",3,2,"3","2",3,0,1,"2",11,3,0
"360",17.8546712802768,13.1,"F","OTHER",2,3,"3","1",0,0,1,"2",5,2,0
"361",17.1922284110346,12.5,"F","OTHER",5,3,"3","1",2,0,3,"1",13,1,0
"362",27.2330237821358,13.1,"M","OTHER",2,1,"3","2",1,2,1,"2",8,2,1
"363",15.1728443674139,13.6,"M","OTHER",3,3,"2","1",2,0,0,"1",3,3,0
"364",16.1497624097291,13.2,"M","INDIAN",4,3,"2","1",4,1,1,"2",3,3,0
"365",14.4961531244136,12.9,"M","OTHER",4,3,"2","1",0,0,1,"1",5,2,0
"366",16.2079215925274,12.7,"F","OTHER",4,3,"2","1",0,0,1,"2",3,2,0
"367",17.9542025750718,12.3,"M","OTHER",5,1,"2","1",2,2,1,"1",14,1,0
"368",32.1761502221925,13.2,"M","",4,1,"2","1",1,1,1,"1",11,1,1
"369",17.0713030944552,12.6,"M","MIXED",3,3,"3","1",2,0,0,"2",2,3,0
"370",23.3993002284743,12.5,"F","OTHER",2,1,"1","1",2,2,1,"2",6,2,0
"371",18.9522634087264,13.2,"M","OTHER",5,3,"2","1",4,4,4,"1",11,1,0
"372",21.6192844016863,13.2,"M","OTHER",3,3,"3","1",1,1,0,"1",12,1,0
"373",24.2643030380884,12.2,"M","OTHER",1,1,"3","2",0,3,4,"2",2,2,0
"374",16.5649245403337,12.9,"M","OTHER",5,3,"2","1",2,2,1,"1",9,1,0
"375",16.7958132175748,12.7,"M","OTHER",2,3,"3","1",2,3,4,"1",14,1,0
"376",25.2181493189163,13.2,"M","MIXED",5,1,"2","1",3,3,0,"1",7,2,1
"377",16.4531165606859,12.8,"M","OTHER",5,3,"2","1",1,2,0,"1",4,2,0
"378",17.0522313151711,12.2,"M","MIXED",2,1,"2","1",4,4,4,"2",11,1,0
"379",14.4202586856132,12.2,"M","INDIAN",5,3,"2","1",1,2,0,"1",12,1,0
"380",38.0269286676782,13,"M","OTHER",3,1,"2","1",4,4,1,"2",15,2,1
"381",18.8012604908275,12.6,"F","OTHER",2,3,"2","1",4,3,0,"1",5,1,0
"382",18.9349112426036,12.3,"F","OTHER",4,1,"2","1",3,2,1,"1",5,2,0
"383",21.25,12.4,"F","INDIAN",5,2,"3","1",2,1,1,"2",14,1,0
"384",18.5947264136565,13.1,"F","OTHER",5,3,"2","2",1,1,1,"1",2,3,0
"385",18.3464188431341,13,"F","OTHER",3,1,"2","1",0,1,0,"1",10,1,0
"386",18.1397346068851,13.1,"M","OTHER",2,1,"2","1",NA,2,0,"1",4,2,0
"387",20.419056492076,12.8,"M","MIXED",5,2,"2","1",4,3,4,"1",9,1,0
"388",18.752362564866,12.6,"M","OTHER",5,1,"2","1",1,0,1,"2",11,2,0
"389",20.4845690177431,12.7,"M","OTHER",1,1,"2","1",1,1,1,"2",18,1,0
"390",19.1010288412886,13,"F","OTHER",5,2,"2",NA,1,0,0,"1",13,2,0
"391",17.5432666306111,12.4,"M","OTHER",5,1,"3","1",3,2,1,"1",10,1,0
"392",17.9920190269582,12.5,"F","OTHER",3,3,"2","1",2,2,1,"2",4,2,0
"393",26.4217619986851,13,"F","MIXED",4,1,"2","1",0,2,3,"2",15,1,1
"394",20.3221273375851,12.7,"F","OTHER",4,3,"3","1",1,0,2,"2",2,3,0
"395",24.8032153772074,13.2,"F","OTHER",2,1,"2","1",1,2,0,"1",17,2,0
"396",18.3355503624609,12.7,"F","OTHER",5,2,"2","1",2,1,0,"2",9,1,0
"397",16.7930297424494,13.1,"M","OTHER",5,3,"2","1",3,4,0,"1",14,2,0
"398",17.2823901177822,NA,"M","OTHER",5,2,"2",NA,0,0,1,"1",13,1,0
"399",16.3628733205551,12.9,"F","OTHER",5,2,"2",NA,0,3,0,"1",21,2,0
"400",15.9150515178744,12.4,"M","OTHER",4,3,"2","2",0,0,0,"2",7,2,0
"401",16.6714007650672,13,"M","OTHER",5,1,"2","1",4,4,1,"1",7,1,0
"402",18.1067816775729,12.5,"M","OTHER",5,3,"3",NA,0,0,0,NA,5,2,0
"403",23.4555216788605,12.6,"F","OTHER",2,3,"3","1",2,1,1,"1",15,2,0
"404",24.4339605274388,2.6,"F","OTHER",5,1,"1",NA,0,1,2,"2",50,1,0
"405",16.09375,12.6,"M","OTHER",5,3,"2","1",0,2,1,"2",11,2,0
"406",19.5036259627945,13.7,"M","OTHER",4,3,"3","2",2,1,0,"1",10,3,0
"407",28.2448979591837,15.9,"M","OTHER",5,2,"3",NA,0,1,3,"2",11,2,1
"408",18.3853629529191,12.6,"F","OTHER",5,3,"2","1",1,4,1,"1",6,2,0
"409",17.714413009579,12.6,"F","OTHER",5,3,"2",NA,0,0,1,"1",3,2,0
"410",16.9242353616121,12.2,"F","OTHER",5,3,"3","1",0,1,1,"1",12,1,0
"411",16.612138322964,13.2,"M","OTHER",5,3,"2",NA,NA,NA,NA,"2",5,2,0
"412",19.6598331501002,15.4,"M","OTHER",5,3,"2","1",0,3,NA,"2",9,2,0
"413",17.8181500567735,11.3,"M","OTHER",5,3,"2","2",0,0,2,"2",1,1,0
"414",16.335094682673,12.1,"M","OTHER",5,1,"2","2",2,0,1,"1",18,2,0
"415",19.9193063163055,12.5,"M","OTHER",2,3,"2","2",2,0,3,"2",16,1,0
"416",18.3023523002303,13.3,"M","OTHER",4,3,"2","1",0,0,0,"1",21,1,0
"417",29.0647528552638,13.4,"M","OTHER",4,3,"2","2",0,3,4,"1",5,1,1
"418",15.6231510674486,12.2,"M","OTHER",5,3,"2",NA,2,0,0,"1",7,1,0
"419",23.6323964544931,13.5,"F","OTHER",4,3,"2","1",4,0,4,"1",8,2,0
"420",15.5770288427399,13.9,"M","OTHER",4,1,"2","2",0,2,1,"2",12,1,0
"421",25.2242101697494,12.1,"M","OTHER",5,3,"2","2",3,4,0,"2",7,2,1
"422",17.8666666666667,12.9,"M","OTHER",4,3,"2","2",2,0,1,"1",3,2,0
"423",16.1652809271857,12.6,"F","OTHER",3,3,"3","1",3,2,1,"1",13,1,0
"424",21.2709968861015,12,"F","OTHER",4,3,"2","1",3,2,1,"2",3,2,0
"425",15.6635376696154,13.1,"F","",5,2,"2","1",3,NA,0,"2",22,2,0
"426",21.6417629568294,12.8,"F","MIXED",2,3,"2","1",3,4,4,"2",4,1,0
"427",21.9513136067281,12.3,"F","OTHER",5,2,"2","1",4,4,3,"1",11,3,0
"428",20.6343089546168,12.8,"F","MIXED",3,1,"3","1",3,3,3,"2",13,2,0
"429",24.2621868964781,12.3,"F","OTHER",4,1,"2","1",2,1,0,"1",7,2,0
"430",20.365937766238,12.8,"F","OTHER",2,3,"2","1",0,0,1,"1",9,3,0
"431",17.9578743307954,12.1,"M","",2,1,"2","1",1,0,1,"1",4,2,0
"432",17.4222222222222,12.4,"M","OTHER",5,3,"2","2",0,2,0,"2",4,1,0
"433",23.7440161249685,13,"F","OTHER",2,3,"2","2",4,4,4,"2",7,2,0
"434",17.3372961438805,13,"M","OTHER",5,3,"2","1",0,4,1,"2",9,3,0
"435",18.8460051630063,12.2,"M","OTHER",5,3,"2","1",0,0,0,"2",1,3,0
"436",15.8551416602856,12.8,"M","OTHER",5,1,"2","1",2,3,0,"1",2,2,0
"437",18.2405007579833,13,"M","OTHER",2,3,"2","1",NA,NA,0,"1",13,1,0
"438",18.8361703608765,14.2,"M","OTHER",4,2,NA,"1",0,0,0,"1",10,1,0
"439",16.7962643878069,14.9,"F","OTHER",5,3,"3","1",2,1,2,"2",1,3,0
"440",18.1760204081633,12.5,"F","OTHER",4,1,"2","1",2,3,1,"1",3,1,0
"441",16.3569474054832,13,"F","OTHER",5,3,"3","1",0,0,0,"1",19,1,0
"442",28.6621278159418,12.1,"F","OTHER",4,3,"2","2",4,0,3,"2",0,3,1
"443",16.2757913622966,12.4,"F","OTHER",3,1,"2","1",1,1,2,"1",8,1,0
"444",14.3858570277703,12.7,"F","OTHER",3,3,"2","1",4,0,1,"2",1,2,0
"445",25.2743493206064,13.7,"F","OTHER",5,3,"2","1",2,1,3,"2",4,1,1
"446",14.9876373775991,12.1,"F","OTHER",5,3,"2","1",1,2,1,"2",7,3,0
"447",17.5798360741158,13.1,"M","OTHER",4,2,"3","1",3,2,3,"1",10,2,0
"448",15.2202869513632,13.2,"M","OTHER",4,2,"2","1",1,3,2,"1",9,2,0
"449",20.0011734021729,13.3,"M","OTHER",4,3,"3","1",2,NA,3,"1",12,2,0
"450",16.9834157631734,12.7,"M","OTHER",3,2,"2","2",4,3,1,"1",11,1,0
"451",13.0645499741736,12.6,"M","OTHER",5,3,"3","2",0,0,0,"2",0,2,0
"452",15.0998917498224,17,"M","OTHER",4,3,"2","1",2,2,1,"1",6,2,0
"453",15.4688100730488,12.8,"M","OTHER",2,3,"2","1",0,2,1,"2",9,3,0
"454",15.9747427293449,13.1,"M","OTHER",5,1,"2","1",3,4,1,"2",21,2,0
"455",25.8211191729962,13,"F","OTHER",4,1,"2","1",1,1,1,"2",6,1,1
"456",16.5485795147453,12.7,"M","OTHER",NA,3,"2",NA,0,0,4,"1",9,1,0
"457",18.4938485660095,13,"M","INDIAN",4,3,"2","2",2,0,1,"1",5,2,0
"458",19.7584923383519,12.9,"F","MIXED",5,3,"2","1",0,1,0,"2",10,2,0
"459",20.1748310357901,12.9,"F","OTHER",3,3,"2","1",2,1,3,"2",5,2,0
"460",15.6589814258098,12.2,"M","OTHER",4,3,"2","1",2,3,0,"1",6,1,0
"461",19.750021160737,12,"F","OTHER",5,2,"2","2",0,2,1,"1",4,1,0
"462",16.5737297158703,12.4,"F","MIXED",4,1,"2","1",2,1,1,"1",14,1,0
"463",18.1052842197618,12.7,"M","OTHER",5,3,"2",NA,0,0,NA,"1",18,2,0
"464",17.9930465871464,14,"M","OTHER",3,2,"2","1",2,3,0,"1",5,1,0
"465",16.316725116721,12.3,"F","OTHER",2,2,"2","1",2,1,1,"2",16,1,0
"466",32.5056917379782,12.5,"F","OTHER",5,3,"2",NA,4,1,0,"2",11,2,1
"467",15.6604104823007,12.8,"M","OTHER",5,3,"2","1",4,0,2,"1",4,2,0
"468",18.9463297526042,12.3,"M","OTHER",3,3,"2","1",2,0,2,NA,3,2,0
"469",17.6137875784943,13.2,"M","OTHER",5,3,"2","2",3,0,3,"2",30,1,0
"470",15.9846285254303,12.5,"M","OTHER",3,3,"2","1",0,2,1,"2",0,3,0
"471",19.9647736168279,NA,"F","OTHER",5,2,"2","1",3,3,0,"1",6,1,0
"472",15.5883888356056,12.7,"F","OTHER",5,2,"3","1",4,4,1,"1",11,2,0
"473",19.6724615772235,12.4,"F","OTHER",5,3,"3","1",4,0,0,"1",12,2,0
"474",17.7095631641086,13,"M","OTHER",4,1,"2",NA,NA,NA,NA,NA,8,1,0
"475",15.1041046560329,14,"M","OTHER",2,3,"2","1",4,0,2,"2",0,3,0
"476",16.7780940653891,14.2,"M","MIXED",1,3,"2","1",2,0,0,"2",8,2,0
"477",19.4655807601325,15.4,"M","OTHER",4,3,"2","1",2,4,1,"2",0,3,0
"478",28.5380673633825,13.5,"M","OTHER",4,3,"2",NA,1,0,0,"1",10,1,1
"479",28.6284432638583,12.4,"M","OTHER",5,1,"3","1",1,1,0,"2",7,2,1
"480",18.7721123829344,12.3,"M","OTHER",5,3,"2","1",0,0,0,"2",15,1,0
"481",16.0866984844482,12.2,"M","AFRICAN",5,1,"3","1",0,2,0,"2",12,1,0
"482",17.8062678062678,12.1,"M","OTHER",5,3,"2","1",3,4,3,"1",1,1,0
"483",23.4811376439932,13.4,"F","OTHER",5,3,"2","1",4,0,1,"1",5,2,0
"484",15.9179275026835,12.5,"M","OTHER",5,3,"2","1",1,4,1,"1",10,1,0
"485",16.765736930346,12.3,"F","MIXED",2,3,"2",NA,2,3,1,"2",5,3,0
"486",25.0498453776042,12.8,"F","OTHER",4,3,"2","2",2,0,1,"1",23,2,1
"487",18.9063328087753,12.6,"M","OTHER",1,3,"1","1",0,2,1,"2",5,2,0
"488",16.9690449410729,13,"M","OTHER",2,3,"2","1",0,0,2,NA,9,1,0
"489",14.268727705113,13.1,"M","OTHER",5,3,"2",NA,0,0,1,"1",4,2,0
"490",23.9024620727088,12.1,"M","OTHER",2,3,"2",NA,2,2,1,"2",2,1,0
"491",16.6991599383478,12.3,"M","OTHER",4,3,"2","1",2,3,1,"1",15,1,0
"492",24.3227032362577,12.2,"M","MIXED",3,1,"2","1",1,2,1,"2",19,1,0
"493",16.058123929844,12.3,"M","OTHER",3,1,"2","1",0,1,0,"1",10,1,0
"494",18.1547746408921,11.4,"M","OTHER",5,1,"2","1",1,0,1,"1",5,3,0
"495",15.3242138096383,12.7,"M","OTHER",5,3,"2",NA,4,4,0,NA,13,1,0
"496",18.9473474708675,13,"F","OTHER",2,1,"2","1",3,0,1,"1",7,1,0
"497",19.7727671460887,12.2,"F","OTHER",3,3,"3","1",2,1,0,"2",8,2,0
"498",19.3499622071051,12.3,"F","OTHER",4,3,"2","2",0,0,1,"2",7,2,0
"499",19.9571903623088,12.2,"M","OTHER",4,2,"2","1",1,0,0,"1",9,2,0
"500",16.3566765883368,12.1,"M","OTHER",3,2,"2","1",1,2,3,"1",8,1,0
"501",17.8125,13.3,"F","MIXED",4,3,"2","1",1,1,1,"2",4,2,0
"502",20.5688569332743,15.1,"F","OTHER",3,2,"2","1",3,0,0,"2",0,3,0
"503",20.6764433875017,12.4,"F","OTHER",4,1,"2","1",1,0,0,"1",1,3,0
"504",20.6159331612674,13.2,"M","AFRICAN",5,3,"2","2",4,0,0,"1",10,2,0
"505",17.8106522161894,13.5,"M","OTHER",5,3,"2","1",2,0,2,"1",7,2,0
"506",17.4480051299358,13.3,"F","OTHER",2,1,"1","1",3,4,2,"1",19,1,0
"507",25.1974288337925,12.5,"F","OTHER",4,3,"2","1",4,4,4,"1",23,2,1
"508",20.4814270886429,12.4,"F","OTHER",4,2,"2","1",4,4,4,"1",19,2,0
"509",20.0688992148694,12.5,"F","OTHER",5,3,NA,NA,0,0,0,"2",11,2,0
"510",18.1150043993582,12.9,"F","OTHER",5,2,"3","1",4,4,4,"1",5,2,0
"511",17.4747174301011,13.3,"M","OTHER",4,3,"2","2",3,0,3,"1",10,2,0
"512",15.4266956308116,12.5,"M","",4,3,"2","2",4,4,4,"1",12,1,0
"513",16.1494438974101,13.6,"M","OTHER",3,1,"2","2",2,0,1,"1",7,3,0
"514",26.7892436763053,14,"M","OTHER",5,3,"2","1",1,0,2,"2",14,3,1
"515",17.8131161212749,13,"M","OTHER",3,1,"2","1",0,0,0,"2",16,1,0
"516",19.6849633898279,11.1,"M","OTHER",3,3,"3","1",0,0,0,"1",13,2,0
"517",16.9922324130395,12.3,"M","OTHER",3,3,"2","1",0,2,1,"1",10,2,0
"518",16.9043422528441,13.3,"M","OTHER",4,2,"2","1",2,0,2,"2",5,3,0
"519",21.7536497385924,13.7,"M","OTHER",4,3,"2","1",1,3,1,"1",7,2,0
"520",17.2283421071927,12.1,"F","OTHER",5,3,"2","1",0,0,0,"1",2,2,0
"521",21.9824954203135,13.4,"F","OTHER",4,3,"3","1",0,0,0,"2",8,2,0
"522",21.2819263637407,12.3,"F","OTHER",4,3,"2","1",4,3,0,"2",111,3,0
"523",17.4322780089185,11.1,"M","OTHER",5,3,"2","1",2,3,1,"2",1,3,0
"524",18.4491070101298,17,"M","OTHER",5,2,"2","1",0,0,4,"1",5,2,0
"525",16.9333333333333,13.1,"M","",5,3,"2","1",4,0,2,"1",1,1,0
"526",17.5068441611775,14.1,"M","OTHER",5,1,"2","1",3,4,4,"1",3,3,0
"527",17.2648614004166,12.7,"M","",5,1,"2","1",2,2,2,"1",10,2,0
"528",19.7333492572882,12.9,"M","OTHER",5,3,"1","1",4,0,1,"1",15,2,0
"529",18.0897959183673,16.5,"M","OTHER",4,3,"3","1",0,0,4,"1",4,2,0
"530",16.7368848560842,13.3,"M","OTHER",5,3,"1",NA,4,0,0,"2",13,1,0
"531",13.4220701963117,13.3,"F","",4,2,"2","1",1,0,0,"2",6,2,0
"532",17.6348848253076,12.4,"F","",3,3,"2","1",3,0,0,"2",6,3,0
"533",17.7303978284087,13.6,"M","OTHER",5,3,"3","1",1,2,1,"2",20,1,0
"534",17.3558731351095,14.1,"F","AFRICAN",5,3,"2","1",0,0,1,"1",7,2,0
"535",19.3540226007758,14.7,"M","OTHER",1,2,"2","1",2,4,4,"1",6,1,0
"536",15.5427666318083,14.7,"F","MIXED",3,1,"2","2",1,1,1,"2",0,3,0
"537",17.0179470878772,14.2,"M","MIXED",5,3,"2","1",1,1,0,"1",8,1,0
"538",18.9889920529651,14.1,"M","OTHER",5,3,"2","1",3,2,0,"1",12,2,0
"539",16.8,15.5,"F","INDIAN",4,1,"2","1",2,1,1,"2",1,3,0
"540",17.0789104555843,14.4,"M","OTHER",5,3,"2","2",0,0,3,"1",8,2,0
"541",18.5399966418119,14.9,"M","OTHER",5,1,"3","2",3,0,0,"1",12,1,0
"542",18.0721242047809,15.8,"M","OTHER",5,3,"2","1",0,2,2,"1",10,1,0
"543",17.9532537920132,15.5,"F","AFRICAN",3,3,"2","1",0,0,1,"1",5,1,0
"544",18.2790724101265,14.3,"M","MIXED",2,1,"1","2",2,NA,NA,"2",11,2,0
"545",19.1076847232021,14.8,"M","OTHER",5,1,"2","2",4,0,1,"2",4,1,0
"546",17.9636599483103,15.1,"M","OTHER",5,3,"2","2",3,0,0,"2",14,1,0
"547",18.3224748103288,14,"M","MIXED",5,3,"2","1",2,0,1,"2",6,1,0
"548",20.262557538398,15.6,"M","OTHER",5,1,"2","1",1,4,4,"1",7,2,0
"549",15.4869118761047,-5.8,"M","MIXED",5,3,"2","1",2,2,2,"1",25,1,0
"550",17.8657266463708,NA,"M","OTHER",5,3,"2","1",0,0,1,"1",14,2,0
"551",18.7418996464209,14.1,"F","OTHER",1,1,"2","1",0,0,0,"1",15,2,0
"552",21.7784352399737,12.8,"M","OTHER",3,3,"3","1",3,0,0,"2",5,1,0
"553",25.0156244792697,12.4,"F","MIXED",5,1,"2","1",0,2,1,"1",11,2,1
"554",18.75686033158,12.9,"F","OTHER",3,1,"2","1",1,1,0,"1",6,1,0
"555",17.4879747355355,12.4,"F","OTHER",3,1,"3","1",2,1,1,"1",12,2,0
"556",20.3994591876709,13,"F","OTHER",5,1,"2","1",1,4,0,"1",25,1,0
"557",14.2508526956489,12.6,"F","OTHER",4,1,"2","1",1,1,1,"2",10,2,0
"558",15.7798665961548,13.5,"F","OTHER",4,3,"2","1",1,4,2,"1",7,1,0
"559",25.9183401054402,13,"M","MIXED",5,1,"2","1",2,1,2,"1",14,2,1
"560",18.1978847827976,13,"F","OTHER",5,2,"2","1",1,3,1,"2",15,1,0
"561",19.383492039595,7.1,"F","OTHER",4,2,"2","1",2,3,3,"1",15,2,0
"562",23.2013057067572,12.5,"F","OTHER",3,3,"2","1",3,3,0,"2",13,2,0
"563",17.5496087682183,12.5,"F","OTHER",1,3,"3","1",2,1,1,"1",6,3,0
"564",21.2811482122296,12.4,"M","OTHER",5,1,"3","1",0,2,0,"1",31,2,0
"565",25.5121171251122,12.6,"F","OTHER",3,3,"2","1",2,3,0,"2",3,3,1
"566",18.0122475519453,12.6,"F","MIXED",5,2,"2","1",1,2,1,"2",10,2,0
"567",20.2279887820851,12.4,"F","OTHER",2,3,"2","1",4,0,0,"2",8,2,0
"568",26.7032700744822,12.4,"M","OTHER",5,3,"2","1",1,2,1,"2",6,1,1
"569",19.0195941594659,12.4,"F","OTHER",2,1,"2","1",2,3,2,"1",2,2,0
"570",18.6011904761905,12,"F","MIXED",2,1,"1","1",4,2,1,"1",9,3,0
"571",27.6491073980131,12.2,"F","AFRICAN",2,1,"2","1",2,3,3,"1",14,2,1
"572",17.0373260993325,12.7,"F","OTHER",5,3,"2","1",3,2,0,"1",15,1,0
"573",22.9244964976464,12.2,"F","OTHER",4,1,"1","1",1,1,2,"2",9,1,0
"574",24.6794019439712,12.6,"F","OTHER",3,2,"4",NA,2,2,1,"1",18,2,0
"575",20.9365244536941,NA,"F","MIXED",3,1,"2","1",2,2,3,"2",6,2,0
"576",13.7060238506065,12.3,"F","AFRICAN",5,3,"2","1",1,0,1,"1",9,1,0
"577",21.7121156215844,11.9,"F","OTHER",4,2,"2","1",3,2,0,"2",8,2,0
"578",14.1415196403063,12,"F","MIXED",2,1,"1","1",3,3,2,"1",1,1,0
"579",23.4406984681504,12.4,"F","OTHER",5,1,"2",NA,NA,NA,0,NA,11,1,0
"580",15.6147771426367,12.2,"F","OTHER",3,2,"2","1",4,4,1,"2",1,3,0
"581",23.9836818718341,12,"F","OTHER",3,1,"1","1",3,2,1,"1",1,2,0
"582",16.9855813993961,12,"F","OTHER",3,3,"2","1",2,2,0,"2",0,3,0
"583",16.2429631754455,12,"F","OTHER",3,3,"2","1",3,3,0,"1",3,2,0
"584",20.4607479235856,12.2,"F","OTHER",1,3,"2","1",0,2,0,"2",4,2,0
"585",23.9815050901425,11,"F","MIXED",3,1,"1","1",4,2,1,"1",11,2,0
"586",13.4586543409319,12,"F","OTHER",5,3,"2","1",4,2,2,"2",9,2,0
"587",25.6820606614845,12.2,"F","MIXED",4,3,"3","1",3,2,0,"1",15,1,1
"588",24.6416964143002,11.8,"F","OTHER",3,3,"1","1",0,2,1,"1",2,2,0
"589",19.0935685795563,12.5,"F","OTHER",5,3,"3","1",0,0,0,"1",10,2,0
"590",17.6403651307126,12.4,"F","MIXED",2,1,"1","1",2,3,3,"2",2,2,0
"591",17.560599418167,12.9,"F","OTHER",4,2,"1","1",1,1,0,"1",1,2,0
"592",20.7922419460881,12.2,"F","OTHER",4,1,"1","1",4,3,2,"1",2,2,0
"593",16.4853776958109,12.2,"F","OTHER",2,3,"2","1",3,NA,4,"1",3,2,0
